"INCIDENT_NUMBER","DATE_REPORTED","DATE_OCCURED","UOR_DESC","CRIME_TYPE","NIBRS_CODE","UCR_HIERARCHY","ATT_COMP","LMPD_DIVISION","LMPD_BEAT","PREMISE_TYPE","BLOCK_ADDRESS","CITY","ZIP_CODE","ID"
"80-17-004438","2017-01-15 16:26:00","2017-01-15 16:26:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","2ND DIVISION","223","RESIDENCE / HOME","1500 BLOCK WILSON AVE                                       ","LOUISVILLE","40210","1181932"
"80-17-004713","2017-01-16 17:22:00","2017-01-16 17:22:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 10TH ST / W JEFFERSON ST                                  ","LOUISVILLE","40203","1181933"
"80-17-005298","2017-01-19 01:10:42","2017-01-17 15:00:00","UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE","MOTOR VEHICLE THEFT","240","PART I","COMPLETED","5TH DIVISION","525","OTHER RESIDENCE (APARTMENT/CONDO)","100 BLOCK FENLEY AVE                                        ","LOUISVILLE","40207","1181934"
"80-17-005279","2017-01-18 10:34:00","2017-01-17 15:16:00","HARASSING COMMUNICATIONS","OTHER","90Z","PART II","COMPLETED","5TH DIVISION","514","RESIDENCE / HOME","1800 BLOCK GRESHAM RD                                       ","LOUISVILLE","40205","1181935"
"80-17-004726","2017-01-16 18:44:00","2017-01-16 18:18:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","4TH DIVISION","424","GROCERY / SUPERMARKET","3100 BLOCK S 2ND ST                                         ","LOUISVILLE","40208","1181937"
"80-17-005289","2017-01-18 12:12:00","2017-01-18 12:06:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","735","DEPARTMENT / DISCOUNT STORE","4800 BLOCK OUTER LOOP                                       ","LOUISVILLE","40219","1181938"
"80-17-005288","2017-01-18 11:58:00","2017-01-15 17:30:00","TBUT OR DISP CONTROLLED SUB < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","4TH DIVISION","424","OTHER RESIDENCE (APARTMENT/CONDO)","600 BLOCK WINKLER AVE                                       ","LOUISVILLE","40208","1181939"
"80-17-004077","2017-01-14 08:40:00","2017-01-14 08:40:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","3RD DIVISION","315","DEPARTMENT / DISCOUNT STORE","10400 BLOCK DIXIE HWY                                       ","LOUISVILLE","40272","1181940"
"80-17-004077","2017-01-14 08:40:00","2017-01-14 08:40:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","3RD DIVISION","315","DEPARTMENT / DISCOUNT STORE","10400 BLOCK DIXIE HWY                                       ","LOUISVILLE","40272","1181941"
"80-17-003990","2017-01-13 21:45:00","2017-01-13 21:45:00","VOLATILE SUBSTANCE ABUSE","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","600 BLOCK S 4TH ST                                          ","LOUISVILLE","40202","1181942"
"80-17-004713","2017-01-16 17:22:00","2017-01-16 17:22:00","POSS CONT SUB-3RD DEGREE--DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 10TH ST / W JEFFERSON ST                                  ","LOUISVILLE","40203","1181943"
"80-17-004713","2017-01-16 17:22:00","2017-01-16 17:22:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 10TH ST / W JEFFERSON ST                                  ","LOUISVILLE","40203","1181944"
"80-17-002897","2017-01-10 14:00:00","2017-01-10 14:00:00","REPORT NUMBER NOT REQUIRED","OTHER","999","","COMPLETED","4TH DIVISION","411","OTHER / UNKNOWN","1000 BLOCK S 2ND ST                                         ","LOUISVILLE","40203","1181946"
"80-17-004112","2017-01-14 12:30:00","2017-01-14 12:30:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","1ST DIVISION","112","HIGHWAY / ROAD / ALLEY","S 26TH ST / ELLIOTT AVE                                     ","LOUISVILLE","40211","1181947"
"80-17-001968","2017-01-07 01:35:00","2017-01-07 01:35:00","TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","4TH DIVISION","424","BAR / NIGHT CLUB","3400 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1181948"
"80-17-001968","2017-01-07 01:35:00","2017-01-07 01:35:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","4TH DIVISION","424","BAR / NIGHT CLUB","3400 BLOCK TAYLOR BLVD                                      ","LOUISVILLE","40215","1181949"
"80-17-005077","2017-01-17 15:20:00","2017-01-17 15:20:00","POSS CONT SUB-1ST DEGREE-1ST OFFENSE-HEROIN","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","7TH DIVISION","736","HOTEL / MOTEL / ETC.","6600 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1181950"
"80-17-005077","2017-01-17 15:20:00","2017-01-17 15:20:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","7TH DIVISION","736","HOTEL / MOTEL / ETC.","6600 BLOCK PRESTON HWY                                      ","LOUISVILLE","40219","1181951"
"80-17-005307","2017-01-19 02:38:37","2012-03-01 00:01:00","THEFT OF IDENTITY OF ANOTHER WITHOUT CONSENT","FRAUD","26C","PART II","COMPLETED","3RD DIVISION","334","RESIDENCE / HOME","10700 BLOCK GRAFTON HALL RD                                 ","LOUISVILLE","40272","1181952"
"80-17-005173","2017-01-17 21:35:00","2017-01-17 21:35:00","POSS CONTROLLED SUB 1ST DEGREE 1ST OFF (METHAMPHETAMINE)","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","611","RESIDENCE / HOME","2400 BLOCK BRADLEY AVE                                      ","LOUISVILLE","40217","1181953"
"80-17-005173","2017-01-17 21:35:00","2017-01-17 21:35:00","DRUG PARAPHERNALIA - BUY/POSSESS","DRUGS/ALCOHOL VIOLATIONS","35B","PART II","COMPLETED","6TH DIVISION","611","RESIDENCE / HOME","2400 BLOCK BRADLEY AVE                                      ","LOUISVILLE","40217","1181954"
"80-17-005317","2017-01-18 14:00:00","2017-01-18 13:50:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","4TH DIVISION","411","GROCERY / SUPERMARKET","900 BLOCK S 2ND ST                                          ","LOUISVILLE","40203","1181956"
"80-17-008699","2017-01-30 13:27:00","2017-01-30 13:27:00","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","423","RESIDENCE / HOME","1500 BLOCK LONGFIELD AVE                                    ","LOUISVILLE","40215","1189590"
"80-17-008726","2017-01-31 07:28:12","2017-01-30 20:44:12","THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL","VEHICLE BREAK-IN/THEFT","23G","PART I","COMPLETED","1ST DIVISION","134","PARKING LOT / GARAGE","1200 BLOCK STORY AVE                                        ","LOUISVILLE","40206","1189591"
"80-17-008787","2017-01-31 13:00:00","2017-01-31 02:30:00","TBUT OR DISP PARTS FROM VEHICLE < $500","VEHICLE BREAK-IN/THEFT","23G","PART I","COMPLETED","1ST DIVISION","123","PARKING LOT / GARAGE","S 3RD ST / W CHESTNUT ST                                    ","LOUISVILLE","40202","1189592"
"80-17-008632","2017-01-30 09:35:00","2017-01-29 16:00:00","TBUT OR DISP PARTS FROM VEHICLE $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23G","PART I","COMPLETED","8TH DIVISION","824","AUTO DEALERSHIP (NEW OR USED)","11500 BLOCK SHELBYVILLE RD                                  ","MIDDLETOWN","40243","1189593"
"80-17-008784","2017-01-30 17:57:00","2017-01-30 12:00:00","BURGLARY - 1ST DEGREE","BURGLARY","220","PART I","COMPLETED","4TH DIVISION","435","RESIDENCE / HOME","1400 BLOCK ANNA LN                                          ","LOUISVILLE","40216","1189594"
"80-17-000383","2017-01-02 13:24:00","2017-01-02 13:00:00","RAPE - 1ST DEGREE","SEX CRIMES","11A","PART I","COMPLETED","3RD DIVISION","331","OTHER / UNKNOWN","SADDLEBROOK LN / TEANECK LN                                 ","LOUISVILLE","40216","1189595"
"80-17-008818","2017-01-30 19:35:00","2017-01-30 12:00:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","3RD DIVISION","323","DEPARTMENT / DISCOUNT STORE","100 BLOCK OUTER LOOP                                        ","LOUISVILLE","40214","1189596"
"80-17-008862","2017-01-31 00:32:41","2017-01-31 00:16:41","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","6TH DIVISION","625","CONVENIENCE STORE","3700 BLOCK BARDSTOWN RD                                     ","LOUISVILLE","40218","1189597"
"80-17-008807","2017-01-30 17:58:00","2017-01-28 11:00:00","ASSAULT - 4TH DEGREE (NO VISIBLE INJURY)","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","CHURCH / SYNAGOGUE / TEMPLE","4600 BLOCK GREENWOOD RD                                     ","LOUISVILLE","40258","1189598"
"80-17-008845","2017-01-30 22:13:00","2017-01-30 21:00:00","HARASSMENT (NO PHYSICAL CONTACT)","ASSAULT","13C","PART II","COMPLETED","3RD DIVISION","316","RESIDENCE / HOME","13300 BLOCK FORGE CIR                                       ","LOUISVILLE","40272","1189599"
"80-17-008855","2017-01-30 23:02:00","2017-01-29 16:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","334","OTHER RESIDENCE (APARTMENT/CONDO)","9600 BLOCK LAMBORNE BLVD                                    ","LOUISVILLE","40272","1189622"
"80-17-008845","2017-01-30 22:13:00","2017-01-30 21:00:00","DISORDERLY CONDUCT - 1ST OFFENSE","DISTURBING THE PEACE","90C","PART II","COMPLETED","3RD DIVISION","316","RESIDENCE / HOME","13300 BLOCK FORGE CIR                                       ","LOUISVILLE","40272","1189623"
"80-17-006727","2017-01-23 12:55:00","2017-01-23 12:55:00","HARASSMENT - PHYSICAL CONTACT - NO INJURY","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","5600 BLOCK JESSAMINE LN                                     ","LOUISVILLE","40258","1189624"
"80-17-006787","2017-01-23 16:40:00","2017-01-23 16:19:00","HARASSMENT - PHYSICAL CONTACT - NO INJURY","ASSAULT","13B","PART II","COMPLETED","7TH DIVISION","711","RESIDENCE / HOME","9400 BLOCK EXHIBITION CT                                    ","LOUISVILLE","40291","1189625"
"80-17-008884","2017-01-31 14:14:51","2017-01-30 17:00:00","TBUT OR DISP FROM BUILDING < $500","THEFT/LARCENY","23D","PART I","COMPLETED","1ST DIVISION","111","RESIDENCE / HOME","2700 BLOCK W MAIN ST                                        ","LOUISVILLE","40212","1189626"
"80-17-007056","2017-01-24 13:29:00","2017-01-24 13:29:00","HARASSMENT - PHYSICAL CONTACT - NO INJURY","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","322","RESIDENCE / HOME","3100 BLOCK FORDHAVEN RD                                     ","LOUISVILLE","40214","1189627"
"80-17-007842","2017-01-26 00:30:00","2017-01-26 00:30:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 8TH ST / W MARKET ST                                      ","LOUISVILLE","40202","1189628"
"80-17-007842","2017-01-26 00:30:00","2017-01-26 00:30:00","POSS CONT SUB-2ND DEGREE-DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 8TH ST / W MARKET ST                                      ","LOUISVILLE","40202","1189629"
"80-17-008892","2017-01-31 15:54:01","2017-01-30 23:59:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1400 BLOCK S 2ND ST                                         ","LOUISVILLE","40208","1189630"
"80-17-005577","2017-01-19 11:00:00","2017-01-19 11:00:00","POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","4TH DIVISION","424","SERVICE / GAS STATION","400 BLOCK WINKLER AVE                                       ","LOUISVILLE","40208","1189631"
"80-17-007551","2017-01-26 01:26:00","2017-01-26 01:26:00","NARC INVESTIGATION PENDING","OTHER","999","","COMPLETED","4TH DIVISION","423","OTHER / UNKNOWN","BERRY BLVD / GEORGETOWN PL                                  ","LOUISVILLE","40215","1189632"
"80-17-008587","2017-01-30 06:15:00","2017-01-30 06:15:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","3300 BLOCK RENWOOD BLVD                                     ","LOUISVILLE","40214","1189633"
"80-17-007211","2017-01-24 20:39:00","2017-01-24 20:39:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY","ASSAULT","13B","PART II","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","6100 BLOCK GUARDIAN CT                                      ","LOUISVILLE","40219","1189634"
"80-17-008737","2017-01-30 16:00:00","2017-01-30 16:00:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","4TH DIVISION","424","RESIDENCE / HOME","S 4TH ST / WINKLER AVE                                      ","LOUISVILLE","40208","1189635"
"80-17-008902","2017-01-31 18:10:02","2017-01-30 19:00:00","TBUT OR DISP CONTENTS FROM VEH < $500","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","4TH DIVISION","411","RESIDENCE / HOME","1400 BLOCK S FLOYD ST                                       ","LOUISVILLE","40208","1189636"
"80-17-007681","2017-01-26 14:33:00","2017-01-26 14:33:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","1ST DIVISION","123","OTHER / UNKNOWN","800 BLOCK W JEFFERSON ST                                    ","LOUISVILLE","40202","1189637"
"80-17-007833","2017-01-26 23:30:00","2017-01-26 23:30:00","NARC INVESTIGATION PENDING","OTHER","999","","COMPLETED","1ST DIVISION","123","OTHER / UNKNOWN","400 BLOCK S 6TH ST                                          ","LOUISVILLE","40202","1189638"
"80-17-007834","2017-01-26 23:31:00","2017-01-26 23:31:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","1ST DIVISION","123","OTHER / UNKNOWN","400 BLOCK S 6TH ST                                          ","LOUISVILLE","40202","1189639"
"80-17-007550","2017-01-25 22:13:00","2017-01-25 22:13:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","3RD DIVISION","331","OTHER / UNKNOWN","7200 BLOCK GREEN OAK DR                                     ","LOUISVILLE","40258","1189641"
"80-17-008355","2017-01-28 20:50:00","2017-01-28 20:50:00","NARC INVESTIGATION PENDING","OTHER","999","","COMPLETED","4TH DIVISION","423","OTHER / UNKNOWN","600 BLOCK INDUSTRY RD                                       ","LOUISVILLE","40208","1189642"
"80-17-008331","2017-01-28 18:13:00","2017-01-28 18:13:00","TERRORISTIC THREATENING 3RD DEGREE","ASSAULT","13C","PART II","COMPLETED","8TH DIVISION","815","OTHER RESIDENCE (APARTMENT/CONDO)","1100 BLOCK WILLOW SPRINGS DR                                ","LYNDON","40242","1189643"
"80-17-008379","2017-01-28 23:10:00","2017-01-28 22:54:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","2ND DIVISION","234","RESIDENCE / HOME","1900 BLOCK S 28TH ST                                        ","LOUISVILLE","40210","1189644"
"80-17-007825","2017-01-26 21:55:00","2017-01-26 21:55:00","PRELIMINARY REPORT NUMBER","OTHER","999","","COMPLETED","3RD DIVISION","315","OTHER / UNKNOWN","10000 BLOCK DIXIE HWY                                       ","LOUISVILLE","40272","1189645"
"80-17-007920","2017-01-27 10:53:00","2017-01-27 10:53:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","2ND DIVISION","223","HIGHWAY / ROAD / ALLEY","DUMESNIL ST / LOUIS COLEMAN JR DR                           ","LOUISVILLE","40211","1189646"
"80-17-008480","2017-01-29 14:31:00","2017-01-29 14:31:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","DOWNING WAY / SUNDER AVE                                    ","LOUISVILLE","40218","1189647"
"80-17-008480","2017-01-29 14:31:00","2017-01-29 14:31:00","POSS CONT SUB-1ST DEGREE-1ST OFFENSE-DRUG UNSPECIFIED","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","625","HIGHWAY / ROAD / ALLEY","DOWNING WAY / SUNDER AVE                                    ","LOUISVILLE","40218","1189648"
"80-17-008871","2017-01-31 03:16:00","2017-01-31 01:50:00","TBUT OR DISP SHOPLIFTING < $500","THEFT/LARCENY","23C","PART I","COMPLETED","7TH DIVISION","723","GROCERY / SUPERMARKET","7100 BLOCK CEDAR SPRINGS BLVD                               ","LOUISVILLE","40291","1189649"
"80-17-008882","2017-01-31 13:26:31","2017-01-30 21:00:00","TBUT OR DISP CONTENTS FROM VEH $500 OR > BUT < $10,000","VEHICLE BREAK-IN/THEFT","23F","PART I","COMPLETED","7TH DIVISION","711","PARKING LOT / GARAGE","6600 BLOCK BLUFFVIEW CIR                                    ","LOUISVILLE","40299","1189650"
"80-17-007842","2017-01-26 00:30:00","2017-01-26 00:30:00","CARRYING A CONCEALED DEADLY WEAPON","WEAPONS","520","PART II","COMPLETED","1ST DIVISION","123","HIGHWAY / ROAD / ALLEY","S 8TH ST / W MARKET ST                                      ","LOUISVILLE","40202","1189651"
"80-17-008195","2017-01-28 10:45:00","2017-01-28 10:30:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","4900 BLOCK HARTFORD LN                                      ","LOUISVILLE","40216","1189674"
"80-17-008195","2017-01-28 10:45:00","2017-01-28 10:30:00","VIOLATION OF KENTUCKY EPO/DVO","ASSAULT","90F","PART II","COMPLETED","3RD DIVISION","331","RESIDENCE / HOME","4900 BLOCK HARTFORD LN                                      ","LOUISVILLE","40216","1189675"
"80-17-007794","2017-01-26 18:53:00","2017-01-26 18:53:00","TERRORISTIC THREATENING 3RD DEGREE","ASSAULT","13C","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","2000 BLOCK ST LOUIS AVE                                     ","LOUISVILLE","40210","1189676"
"80-17-007794","2017-01-26 18:53:00","2017-01-26 18:53:00","CRIMINAL MISCHIEF-3RD DEGREE","VANDALISM","290","PART II","COMPLETED","2ND DIVISION","225","RESIDENCE / HOME","2000 BLOCK ST LOUIS AVE                                     ","LOUISVILLE","40210","1189677"
"80-17-008934","2017-02-01 00:14:46","2016-12-20 00:00:00","TBUT OR DISP ALL OTHERS > $500 BUT < $10,000","THEFT/LARCENY","23H","PART I","COMPLETED","6TH DIVISION","613","RESIDENCE / HOME","4500 BLOCK GARDA DR                                         ","LOUISVILLE","40219","1189678"
"80-17-008938","2017-01-31 12:00:00","2017-01-31 03:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","3RD DIVISION","315","RESIDENCE / HOME","7500 BLOCK PINTAIL DR                                       ","LOUISVILLE","40258","1189679"
"80-17-008946","2017-01-31 12:18:00","2017-01-31 09:00:00","BURGLARY - 2ND DEGREE","BURGLARY","220","PART I","COMPLETED","6TH DIVISION","612","RESIDENCE / HOME","4100 BLOCK SHADY VILLA DR                                   ","LOUISVILLE","40219","1189680"
"80-17-008917","2017-01-31 10:40:00","2017-01-31 09:57:00","POSS OF MARIJUANA","DRUGS/ALCOHOL VIOLATIONS","35A","PART II","COMPLETED","6TH DIVISION","612","PARKING LOT / GARAGE","6100 BLOCK GUARDIAN CT                                      ","LOUISVILLE","40219","1189681"
"80-17-008362","2017-01-28 20:57:00","2017-01-28 20:57:00","ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY","ASSAULT","13B","PART II","COMPLETED","1ST DIVISION","135","RESIDENCE / HOME","400 BLOCK E MUHAMMAD ALI BLVD                               ","LOUISVILLE","40202","1189682"
